"DOC_CASE_NUMBER","SOURCEIDFULL","AGENCY","DOC_DTG","State","bigram","DOC_FORM_TYPE","DOC_OFFICE_LOCATION","COUNTRY","Unique_Cases"
86490,373782,"DOL",2016-07-30,"DE","pleased charles","","","",1
86385,122706,"FBI",2016-07-30,"NC","anxious day","","","",1
86385,122706,"FBI",2016-07-30,"NC","half hour","","","",28
19867,109331,"FBI",2016-07-30,"MD","anticipated miss","","","",1
19867,109331,"FBI",2016-07-30,"MD","allen's door","","","",1
85075,357143,"USPIS",2016-07-30,"SD","properly submissive","","","",2
141252,155685,"USPIS",2016-07-30,"IL","daily habit","","","",1
58678,69403,"ICE",2016-07-30,"SD","crawford calling","","","",1
58678,69403,"ICE",2016-07-30,"SD","ah miss","","","",5
143242,186617,"DEA",2016-07-30,"NM","lady middleton","","","",86
62746,280102,"USPIS",2016-07-30,"CA",NA,"","","",NA
118580,397692,"USPIS",2016-07-30,"UT",NA,"","","",NA
83235,74311,"USPIS",2016-07-30,"AR","hearted girl","","","",3
65754,302455,"USSS",2016-07-30,"OH","fair cousin","","","",3
65754,302455,"USSS",2016-07-30,"OH","cried jane","","","",7
116123,381987,"ICE",2016-07-30,"SD","real earnestness","","","",1
116123,381987,"ICE",2016-07-30,"SD","lady catherine","","","",109
75153,209050,"DOL",2016-07-30,"MT","complimentary conclusion","","","",1
75153,209050,"DOL",2016-07-30,"MT","pay civilities","","","",1
75153,209050,"DOL",2016-07-30,"MT","event decides","","","",1
45383,68868,"IRS",2016-07-30,"MS","sir john","","","",108
45383,68868,"IRS",2016-07-30,"MS","ill humour","","","",14
45383,68868,"IRS",2016-07-30,"MS","subject questions","","","",1
45383,68868,"IRS",2016-07-30,"MS","weston understood","","","",1
96205,461415,"USSS",2016-07-30,"CO","receding footsteps","","","",2
96332,335010,"USPIS",2016-07-30,"IA","true spirit","","","",1
59560,348818,"ATF",2016-07-30,"WY","marianne's music","","","",1
59560,348818,"ATF",2016-07-30,"WY","fine ladies","","","",3
59560,348818,"ATF",2016-07-30,"WY","vext tone","","","",1
79191,427645,"USSS",2016-07-30,"NH",NA,"","","",NA
83628,384003,"DOL",2016-07-30,"FL","thomas listened","","","",1
83628,384003,"DOL",2016-07-30,"FL","crawford pleased","","","",1
18387,373100,"IRS",2016-07-30,"TX","undertaking business","","","",1
18387,373100,"IRS",2016-07-30,"TX","henry crawford","","","",56
18387,373100,"IRS",2016-07-30,"TX","short silence","","","",17
71013,112041,"FBI",2016-07-30,"ID","receiving wedding","","","",1
28884,206924,"USPIS",2016-07-30,"NE","hot pressed","","","",3
28884,206924,"USPIS",2016-07-30,"NE","sir thomas","","","",312
52968,45592,"ICE",2016-07-30,"NE","knightley's coming","","","",1
135883,18125,"DOL",2016-07-30,"KS",NA,"","","",NA
12016,300926,"ATF",2016-07-30,"MO",NA,"","","",NA
67615,38396,"DEA",2016-07-30,"CT","returned voluntarily","","","",1
117797,130599,"FBI",2016-07-30,"CT","sister's account","","","",5
72583,238529,"IRS",2016-07-30,"OH",NA,"","","",NA
22576,167816,"IRS",2016-07-30,"TX",NA,"","","",NA
129462,231517,"USPIS",2016-07-30,"AL","lady lucas","","","",19
39413,215004,"USPIS",2016-07-30,"CA",NA,"","","",NA
9083,439617,"DEA",2016-07-30,"IL","hitherto happily","","","",1
31288,422243,"FBI",2016-07-30,"SD",NA,"","","",NA
42147,495926,"USPIS",2016-07-30,"NV","equally fortunate","","","",1
42147,495926,"USPIS",2016-07-30,"NV","gravel walk","","","",7
66482,63661,"DOL",2016-07-30,"AL","elinor affected","","","",1
66482,63661,"DOL",2016-07-30,"AL","mention emma","","","",1
93995,493359,"DOL",2016-07-30,"NY","father means","","","",1
21198,180431,"IRS",2016-07-30,"UT","lady bertram's","","","",20
47177,61653,"FBI",2016-07-30,"WI","abominate writing","","","",1
22752,466070,"USSS",2016-07-30,"PA",NA,"","","",NA
77737,299389,"ATF",2016-07-30,"AR","stout active","","","",1
142390,437613,"DOL",2016-07-30,"ID",NA,"","","",NA
68238,54345,"ATF",2016-07-30,"KY","_were_ excited","","","",NA
126720,110706,"USPIS",2016-07-30,"RI","marianne wholly","","","",2
126720,110706,"USPIS",2016-07-30,"RI","earned john","","","",2
94969,469628,"USPIS",2016-07-30,"SD",NA,"","","",NA
64428,188737,"ICE",2016-07-30,"IN",NA,"","","",NA
16792,331106,"USSS",2016-07-30,"SC","blackest art","","","",1
113074,321200,"USPIS",2016-07-30,"WV","disrespectful reflections","","","",1
113074,321200,"USPIS",2016-07-30,"WV","miss fairfax","","","",118
32147,435426,"DEA",2016-07-30,"OH","deep reflection","","","",1
32147,435426,"DEA",2016-07-30,"OH","strange violence","","","",1
103567,240797,"ATF",2016-07-30,"OR","plain motherly","","","",1
63890,161114,"USSS",2016-07-30,"ND","ten minutes","","","",47
148881,280524,"USPIS",2016-07-30,"CA","edward ferrars","","","",15
38324,419877,"ICE",2016-07-30,"UT","beautiful expression","","","",1
35119,249050,"ATF",2016-07-30,"NC",NA,"","","",NA
141551,307427,"FBI",2016-07-30,"MD","speedily comprehended","","","",1
87825,33693,"USPIS",2016-07-30,"NE",NA,"","","",NA
98007,348255,"IRS",2016-07-30,"MA",NA,"","","",NA
78092,47539,"FBI",2016-07-30,"AK","sir john","","","",108
78092,47539,"FBI",2016-07-30,"AK","lady dalrymple","","","",25
31779,222159,"ICE",2016-07-30,"WY","sakes avoid","","","",1
31779,222159,"ICE",2016-07-30,"WY","cruelly mortifying","","","",1
118246,45160,"ICE",2016-07-30,"NY","visitor fanny","","","",1
50185,361961,"ATF",2016-07-30,"CT","wide gallery","","","",1
48725,77206,"DEA",2016-07-30,"HI",NA,"","","",NA
95585,486933,"USPIS",2016-07-30,"WV","discovery restored","","","",1
43385,264658,"ATF",2016-07-30,"ND","appointed time","","","",2
10862,175873,"USPIS",2016-07-30,"WA","fears plans","","","",2
100281,170834,"USPIS",2016-07-30,"RI","pleasantest summer","","","",1
100281,170834,"USPIS",2016-07-30,"RI","heart scenes","","","",1
20325,46212,"ICE",2016-07-30,"CA","mansfield park","","","",39
72853,105094,"ATF",2016-07-30,"MT","single recommendation","","","",1
10442,217083,"ICE",2016-07-30,"HI",NA,"","","",NA
56296,256920,"USPIS",2016-07-30,"FL","mansfield sotherton","","","",1
34408,322724,"DOL",2016-07-30,"UT",NA,"","","",NA
144677,418245,"FBI",2016-07-30,"NV","willoughby persuaded","","","",1
144677,418245,"FBI",2016-07-30,"NV","eldest son","","","",23
71327,238641,"IRS",2016-07-30,"OH","lucy continued","","","",1
71327,238641,"IRS",2016-07-30,"OH","past behaviour","","","",1
71327,238641,"IRS",2016-07-30,"OH","replied sir","","","",7
71327,238641,"IRS",2016-07-30,"OH","miss taylor's","","","",8
71327,238641,"IRS",2016-07-30,"OH","imprudence vulgarity","","","",1
115650,491360,"DOL",2016-07-30,"ME","dear lizzy","","","",16
20923,425226,"DOL",2016-07-30,"SC",NA,"","","",NA
93640,341688,"FBI",2016-07-30,"MN",NA,"","","",NA
103308,367326,"IRS",2016-07-30,"SD",NA,"","","",NA
125970,381438,"ATF",2016-07-30,"WI","beg leave","","","",4
125970,381438,"ATF",2016-07-30,"WI","moor park","","","",5
117071,61184,"USPIS",2016-07-30,"MI",NA,"","","",NA
58931,374459,"FBI",2016-07-30,"NJ",NA,"","","",NA
34737,463233,"ATF",2016-07-30,"ND","explanation immediately","","","",1
143089,441169,"DOL",2016-07-30,"AL",NA,"","","",NA
95985,315249,"DEA",2016-07-30,"DE","domestic happiness","","","",9
19080,73532,"ICE",2016-07-30,"UT","suspicion till","","","",1
84627,303448,"DOL",2016-07-30,"NE",NA,"","","",NA
8034,156599,"ATF",2016-07-30,"CT","grant offered","","","",1
1906,411463,"ATF",2016-07-30,"AL","altogether inexperienced","","","",1
80262,437685,"ICE",2016-07-30,"ID","moment settled","","","",1
98990,376646,"DOL",2016-07-30,"NJ",NA,"","","",NA
146018,424898,"DOL",2016-07-30,"LA","fewer struggles","","","",1
134380,9270,"USSS",2016-07-30,"NM","goodly heritage","","","",1
134380,9270,"USSS",2016-07-30,"NM","jane fairfax","","","",108
111863,213514,"ATF",2016-07-30,"AZ","repeated appeals","","","",1
111863,213514,"ATF",2016-07-30,"AZ","wonderful velocity","","","",1
47583,445734,"FBI",2016-07-30,"NM","aunt phillips","","","",4
28298,166976,"IRS",2016-07-30,"ND","charles musgrove","","","",13
10053,472324,"ATF",2016-07-30,"MN",NA,"","","",NA
141927,352962,"USPIS",2016-07-30,"CT",NA,"","","",NA
74766,293689,"ATF",2016-07-30,"MA","comfort chapter","","","",3
138707,130915,"ATF",2016-07-30,"PA",NA,"","","",NA
129833,204322,"DEA",2016-07-30,"NJ",NA,"","","",NA
30800,111584,"FBI",2016-07-30,"ND",NA,"","","",NA
69034,406478,"FBI",2016-07-30,"ID","left unsearched","","","",1
3985,400986,"DOL",2016-07-30,"VT","till easter","","","",2
3985,400986,"DOL",2016-07-30,"VT","quick sighted","","","",4
72489,27732,"ICE",2016-07-30,"ID","tender apostrophe","","","",1
21294,321880,"DOL",2016-07-30,"OH","violent hysterics","","","",1
129299,445115,"ATF",2016-07-30,"IA","real character","","","",8
129299,445115,"ATF",2016-07-30,"IA","light hearted","","","",1
129299,445115,"ATF",2016-07-30,"IA","letter writing","","","",5
129299,445115,"ATF",2016-07-30,"IA","perfectly speechless","","","",1
135157,252822,"ICE",2016-07-30,"RI","amply discharging","","","",1
135157,252822,"ICE",2016-07-30,"RI","momentary expression","","","",2
135157,252822,"ICE",2016-07-30,"RI","happier effect","","","",1
148446,51015,"ATF",2016-07-30,"AZ","silk stockings","","","",1
148446,51015,"ATF",2016-07-30,"AZ","elizabeth's mind","","","",7
139556,306928,"IRS",2016-07-30,"SD","julia walked","","","",1
16145,6711,"ICE",2016-07-30,"DE","aunt norris","","","",23
16145,6711,"ICE",2016-07-30,"DE","charles laughed","","","",2
72621,106173,"USPIS",2016-07-30,"WV",NA,"","","",NA
140704,132762,"IRS",2016-07-30,"CT",NA,"","","",NA
45030,3119,"FBI",2016-07-30,"OR","john met","","","",1
45030,3119,"FBI",2016-07-30,"OR","de bourgh","","","",35
45030,3119,"FBI",2016-07-30,"OR","worst subjects","","","",1
50658,339393,"IRS",2016-07-30,"TX",NA,"","","",NA
106842,398216,"DOL",2016-07-30,"MO","properly depreciating","","","",2
75834,470728,"ATF",2016-07-30,"IL",NA,"","","",NA
136796,19100,"DOL",2016-07-30,"ME",NA,"","","",NA
23455,88647,"FBI",2016-07-30,"AL","edmund's feelings","","","",2
23455,88647,"FBI",2016-07-30,"AL","exercise improves","","","",2
138936,364317,"IRS",2016-07-30,"IA",NA,"","","",NA
112518,378364,"USPIS",2016-07-30,"CT",NA,"","","",NA
11146,124589,"IRS",2016-07-30,"NH","intimately connected","","","",2
11146,124589,"IRS",2016-07-30,"NH","deserted card","","","",1
105834,340204,"ATF",2016-07-30,"OK","preventing fanny","","","",1
43375,216694,"FBI",2016-07-30,"MN",NA,"","","",NA
9735,373166,"ICE",2016-07-30,"MN",NA,"","","",NA
24305,437382,"DEA",2016-07-30,"AK",NA,"","","",NA
64345,314252,"FBI",2016-07-31,"HI","weather added","","","",1
24563,205310,"DOL",2016-07-31,"SD",NA,"","","",NA
55786,342284,"DEA",2016-07-31,"NV","english culture","","","",1
55786,342284,"DEA",2016-07-31,"NV","captain wentworth","","","",185
132074,123819,"DOL",2016-07-31,"MO","father's pleasantry","","","",1
132074,123819,"DOL",2016-07-31,"MO","employment voluntary","","","",1
132074,123819,"DOL",2016-07-31,"MO","poor son","","","",2
41460,283737,"IRS",2016-07-31,"NY",NA,"","","",NA
69310,386273,"DEA",2016-07-31,"RI",NA,"","","",NA
82642,400438,"ATF",2016-07-31,"IA",NA,"","","",NA
143185,417832,"DOL",2016-07-31,"MN",NA,"","","",NA
124579,431451,"DOL",2016-07-31,"WA","love alas","","","",1
5074,381848,"ATF",2016-07-31,"SC",NA,"","","",NA
120129,334195,"IRS",2016-07-31,"SC","considerable beauty","","","",1
88666,150473,"IRS",2016-07-31,"UT",NA,"","","",NA
44428,344964,"USPIS",2016-07-31,"WI","catherine trembled","","","",2
44428,344964,"USPIS",2016-07-31,"WI","unpleasant reflections","","","",1
73371,98188,"FBI",2016-07-31,"OK","means unprotected","","","",1
33360,216645,"USPIS",2016-07-31,"AK","instant moving","","","",1
33360,216645,"USPIS",2016-07-31,"AK","kitty continued","","","",1
112066,135458,"DOL",2016-07-31,"PA",NA,"","","",NA
76540,186097,"ICE",2016-07-31,"NY","inarticulate sounds","","","",2
76540,186097,"ICE",2016-07-31,"NY","party stept","","","",2
76540,186097,"ICE",2016-07-31,"NY","gentlemen sitting","","","",2
20312,232103,"ATF",2016-07-31,"MA",NA,"","","",NA
40192,236690,"USSS",2016-07-31,"MS","fervent venerating","","","",1
85177,304237,"DEA",2016-07-31,"CT","quarterly reviews","","","",1
85177,304237,"DEA",2016-07-31,"CT","meadow land","","","",1
133701,11129,"USPIS",2016-07-31,"NH","tea called","","","",1
107340,384595,"IRS",2016-07-31,"GA",NA,"","","",NA
56502,93372,"DEA",2016-07-31,"NM","charms fanny's","","","",1
56502,93372,"DEA",2016-07-31,"NM","depreciating jane","","","",1
32110,449065,"IRS",2016-07-31,"NV","pink satin","","","",4
32110,449065,"IRS",2016-07-31,"NV","poor james","","","",6
72316,437707,"IRS",2016-07-31,"MN",NA,"","","",NA
102754,333563,"ATF",2016-07-31,"WA","fine women","","","",1
107156,83104,"DOL",2016-07-31,"AZ","deeper evil","","","",1
96729,387842,"IRS",2016-07-31,"NV","submissive spirit","","","",1
129541,423329,"DOL",2016-07-31,"NC","immediately fancied","","","",1
129541,423329,"DOL",2016-07-31,"NC","farewell compliments","","","",1
58035,390550,"FBI",2016-07-31,"ID","proved erroneous","","","",1
91113,244309,"DOL",2016-07-31,"WA","_very_ easy","","","",NA
80523,62941,"DEA",2016-07-31,"AK",NA,"","","",NA
47501,240500,"USPIS",2016-07-31,"NY","left exeter","","","",1
47501,240500,"USPIS",2016-07-31,"NY","miss darcy","","","",38
138575,58290,"FBI",2016-07-31,"NM","fifty minds","","","",1
133508,452376,"USPIS",2016-07-31,"TN","single acquaintance","","","",1
128206,173246,"IRS",2016-07-31,"NE",NA,"","","",NA
80520,307470,"IRS",2016-07-31,"CT","complaisant smiles","","","",1
116448,204617,"DEA",2016-07-31,"WV","accusations accompanying","","","",1
66532,81023,"USSS",2016-07-31,"NY",NA,"","","",NA
112349,391631,"DOL",2016-07-31,"IA",NA,"","","",NA
14018,478356,"IRS",2016-07-31,"NE","leave kent","","","",3
14018,478356,"IRS",2016-07-31,"NE","minutes harriet","","","",1
105992,453333,"ICE",2016-07-31,"NH","henrietta's views","","","",1
82112,232145,"USPIS",2016-07-31,"NM","niece's mind","","","",1
100779,284982,"ICE",2016-07-31,"WA",NA,"","","",NA
7076,341555,"USPIS",2016-07-31,"MO","emma smiled","","","",3
47503,340274,"IRS",2016-07-31,"AK",NA,"","","",NA
72672,401006,"USPIS",2016-07-31,"VA","agreeable manner","","","",4
56304,65461,"IRS",2016-07-31,"AZ",NA,"","","",NA
55908,88070,"ICE",2016-07-31,"WY",NA,"","","",NA
40688,422195,"DOL",2016-07-31,"GA","elinor's attention","","","",1
40688,422195,"DOL",2016-07-31,"GA","hours fond","","","",1
40688,422195,"DOL",2016-07-31,"GA","business set","","","",1
66605,402848,"USPIS",2016-07-31,"MS","friend reflecting","","","",1
62004,10033,"IRS",2016-07-31,"SC","dreadful weather","","","",1
53209,330806,"DEA",2016-07-31,"CT",NA,"","","",NA
33995,64221,"ICE",2016-07-31,"OH",NA,"","","",NA
138998,397166,"USSS",2016-07-31,"MI","peculiar proof","","","",1
89580,418437,"DEA",2016-07-31,"OK","fearful curiosity","","","",2
13247,457503,"USSS",2016-07-31,"PA","emma's project","","","",1
54283,321417,"ICE",2016-07-31,"NE","tolerably detached","","","",1
54283,321417,"ICE",2016-07-31,"NE","day earlier","","","",1
54283,321417,"ICE",2016-07-31,"NE","charles maintained","","","",1
31488,101260,"ICE",2016-07-31,"MS",NA,"","","",NA
105551,217351,"USSS",2016-07-31,"KS","children's sake","","","",3
28526,290203,"DOL",2016-07-31,"MN","miss dashwood","","","",70
28526,290203,"DOL",2016-07-31,"MN","sounds immediately","","","",1
140177,341420,"IRS",2016-07-31,"VT","short distance","","","",4
140177,341420,"IRS",2016-07-31,"VT","waited till","","","",2
34656,80223,"USSS",2016-07-31,"WA","sister bertram","","","",2
105297,427648,"IRS",2016-07-31,"SD",NA,"","","",NA
53172,483894,"DEA",2016-07-31,"MD",NA,"","","",NA
21201,195498,"DOL",2016-07-31,"NC","added charlotte","","","",2
111793,12662,"IRS",2016-07-31,"MD","equally wounded","","","",1
141025,2097,"FBI",2016-07-31,"MN","walk half","","","",4
127473,46259,"ATF",2016-07-31,"AK","kitty walked","","","",1
119313,58463,"USPIS",2016-07-31,"NC","amusement till","","","",1
109274,239661,"ICE",2016-07-31,"MD",NA,"","","",NA
3189,303128,"ATF",2016-07-31,"IL",NA,"","","",NA
13050,70325,"USPIS",2016-07-31,"KY","unmixed anxiety","","","",1
41258,427391,"DOL",2016-07-31,"NV",NA,"","","",NA
136735,369253,"ICE",2016-07-31,"DE","personal claims","","","",1
44707,439019,"ICE",2016-07-31,"NH",NA,"","","",NA
100062,224150,"USPIS",2016-07-31,"AK",NA,"","","",NA
60359,426401,"DEA",2016-07-31,"KY",NA,"","","",NA
93789,264330,"ICE",2016-07-31,"GA",NA,"","","",NA
133786,196485,"ATF",2016-07-31,"PA","eyes round","","","",1
133786,196485,"ATF",2016-07-31,"PA","tolerably domestic","","","",1
46241,333459,"ATF",2016-07-31,"NE","door emma","","","",1
46241,333459,"ATF",2016-07-31,"NE","argumentative mind","","","",1
124308,80023,"ICE",2016-07-31,"MO",NA,"","","",NA
88852,253411,"IRS",2016-07-31,"WI","lady russell","","","",132
11870,307228,"DOL",2016-07-31,"ND",NA,"","","",NA
35709,223266,"DEA",2016-07-31,"WA",NA,"","","",NA
5104,10423,"USSS",2016-07-31,"NV","worse air","","","",1
32705,185870,"ATF",2016-07-31,"VA","jane austen","","","",8
106423,39184,"DOL",2016-07-31,"NJ",NA,"","","",NA
99098,323671,"DOL",2016-07-31,"LA","appearance mary","","","",1
99098,323671,"DOL",2016-07-31,"LA","law's money","","","",1
99098,323671,"DOL",2016-07-31,"LA","port admiral","","","",1
121702,302586,"USPIS",2016-07-31,"WV","sir thomas","","","",312
15675,206523,"DOL",2016-07-31,"MN","short account","","","",2
142724,149740,"IRS",2016-07-31,"NV","incessantly lady","","","",1
57641,42321,"ATF",2016-07-31,"CT","miss fairfax","","","",118
41846,268819,"USPIS",2016-07-31,"NY","worldly concerns","","","",3
41846,268819,"USPIS",2016-07-31,"NY","heaven forbid","","","",4
121406,18044,"DEA",2016-07-31,"HI","business poor","","","",2
49856,169959,"FBI",2016-07-31,"MT","maple grove","","","",33
94393,84756,"USPIS",2016-07-31,"FL","miss bingley","","","",81
94393,84756,"USPIS",2016-07-31,"FL","windows endeavouring","","","",1
84329,27964,"ATF",2016-07-31,"AK",NA,"","","",NA
11838,54553,"USSS",2016-07-31,"MT","strong attachment","","","",5
129475,208604,"FBI",2016-07-31,"NE","brandon's wife","","","",1
129475,208604,"FBI",2016-07-31,"NE","reckon low","","","",3
56025,106304,"DOL",2016-07-31,"MS","extremely agreeable","","","",5
56025,106304,"DOL",2016-07-31,"MS","shuddered tossed","","","",1
129608,493940,"USSS",2016-07-31,"MI","dreadful presentiments","","","",1
129608,493940,"USSS",2016-07-31,"MI","judgment emma","","","",1
120555,1504,"DEA",2016-07-31,"NJ",NA,"","","",NA
117657,189527,"FBI",2016-07-31,"AK","instantly resolved","","","",2
131653,381488,"FBI",2016-07-31,"GA","sir thomas","","","",312
131653,381488,"FBI",2016-07-31,"GA","poor thorpe","","","",1
68860,403168,"ATF",2016-07-31,"ND",NA,"","","",NA
48229,302758,"FBI",2016-07-31,"SC","prefer light","","","",1
48229,302758,"FBI",2016-07-31,"SC","comfort chapter","","","",3
112118,13329,"FBI",2016-07-31,"RI",NA,"","","",NA
128861,258608,"IRS",2016-07-31,"ID",NA,"","","",NA
116779,7718,"USSS",2016-07-31,"ID",NA,"","","",NA
123629,394068,"USPIS",2016-07-31,"KS",NA,"","","",NA
58760,133180,"FBI",2016-07-31,"WV",NA,"","","",NA
35554,160031,"IRS",2016-07-31,"NY","jane's letter","","","",3
97912,233033,"ICE",2016-07-31,"NM","happier woman","","","",2
97912,233033,"ICE",2016-07-31,"NM","argument weighs","","","",1
122595,203920,"ATF",2016-07-31,"GA","sir thomas","","","",312
84133,76452,"DOL",2016-07-31,"ND",NA,"","","",NA
106122,121434,"USPIS",2016-07-31,"OR","harriet smiled","","","",1
35896,60469,"DEA",2016-07-31,"ND","miss bingley","","","",81
35896,60469,"DEA",2016-07-31,"ND","obtaining leave","","","",2
37800,459103,"DEA",2016-07-31,"TX","bingley vexed","","","",1
14065,263480,"USPIS",2016-07-31,"DE","exclamation cried","","","",1
141910,139247,"USSS",2016-07-31,"NV","forlorn spinnet","","","",2
959,168337,"IRS",2016-07-31,"MS",NA,"","","",NA
92879,72316,"USSS",2016-07-31,"MT",NA,"","","",NA
107539,117835,"USPIS",2016-08-01,"UT",NA,"","","",NA
77940,399642,"ATF",2016-08-01,"WY","inoffensive friendly","","","",2
77940,399642,"ATF",2016-08-01,"WY","fears soup","","","",2
77940,399642,"ATF",2016-08-01,"WY","readiest acquiescence","","","",2
77940,399642,"ATF",2016-08-01,"WY","time proposed","","","",3
77940,399642,"ATF",2016-08-01,"WY","sighted goodwill","","","",2
77940,399642,"ATF",2016-08-01,"WY","miss tilney","","","",92
133886,125659,"USPIS",2016-08-01,"NE","elegant monument","","","",1
143685,14043,"USSS",2016-08-01,"PA",NA,"","","",NA
15706,133079,"IRS",2016-08-01,"ND",NA,"","","",NA
116224,51904,"ATF",2016-08-01,"WA","faint enquiries","","","",1
134234,283821,"DOL",2016-08-01,"ND","distinct glimpse","","","",1
24142,365415,"DEA",2016-08-01,"MO","chamber leading","","","",1
83943,381658,"IRS",2016-08-01,"HI",NA,"","","",NA
117580,94124,"FBI",2016-08-01,"SD",NA,"","","",NA
67061,127938,"DOL",2016-08-01,"MO",NA,"","","",NA
47507,20895,"IRS",2016-08-01,"OK","willoughby's pointer","","","",2
47507,20895,"IRS",2016-08-01,"OK","judging steady","","","",2
47507,20895,"IRS",2016-08-01,"OK","sir thomas","","","",312
47507,20895,"IRS",2016-08-01,"OK","tempests befriended","","","",2
47019,215040,"ATF",2016-08-01,"IN","warmly insisted","","","",1
39564,400181,"ATF",2016-08-01,"OH","totally sleepless","","","",1
93503,392238,"DEA",2016-08-01,"ND",NA,"","","",NA
132576,494499,"DOL",2016-08-01,"CT",NA,"","","",NA
92965,64785,"USSS",2016-08-01,"MD","dear children","","","",2
23253,478297,"DEA",2016-08-01,"MS","bad morning","","","",2
37820,268804,"DEA",2016-08-01,"NE",NA,"","","",NA
114916,414114,"USPIS",2016-08-01,"UT",NA,"","","",NA
93719,27735,"USSS",2016-08-01,"MO",NA,"","","",NA
95197,377761,"USSS",2016-08-01,"GA",NA,"","","",NA
66691,445193,"USSS",2016-08-01,"WI",NA,"","","",NA
136138,5587,"FBI",2016-08-01,"MO","game elizabeth","","","",1
136138,5587,"FBI",2016-08-01,"MO","miss morland","","","",64
66999,214685,"USPIS",2016-08-01,"MN","regard brought","","","",1
135234,95150,"ATF",2016-08-01,"VT",NA,"","","",NA
46067,207808,"ICE",2016-08-01,"WI","momentary perverseness","","","",2
46067,207808,"ICE",2016-08-01,"WI","firmer determination","","","",2
139539,226687,"ICE",2016-08-01,"UT","edmund urged","","","",2
112147,199438,"ATF",2016-08-01,"MT",NA,"","","",NA
110385,309115,"ICE",2016-08-01,"IN","colonel brandon","","","",118
110385,309115,"ICE",2016-08-01,"IN","active post","","","",1
148089,2878,"ATF",2016-08-01,"HI",NA,"","","",NA
120971,24933,"USPIS",2016-08-01,"NE","strong indignation","","","",1
120971,24933,"USPIS",2016-08-01,"NE","captain benwick","","","",59
9579,341341,"ICE",2016-08-01,"OK","charlotte assured","","","",2
9579,341341,"ICE",2016-08-01,"OK","weekly walk","","","",2
1311,218767,"ATF",2016-08-01,"IN","bringing forward","","","",7
52925,279642,"USPIS",2016-08-01,"ME","prove materially","","","",1
52925,279642,"USPIS",2016-08-01,"ME","irresistible objections","","","",1
54274,374083,"DEA",2016-08-01,"TN","bear witness","","","",1
9707,226713,"ATF",2016-08-01,"VA","indispensable yard","","","",1
71465,450343,"DOL",2016-08-01,"WA","proper partner","","","",1
126155,100189,"FBI",2016-08-01,"KY","grand scale","","","",1
11466,115048,"IRS",2016-08-01,"AZ",NA,"","","",NA
47634,450473,"ICE",2016-08-01,"MT","intended escaped","","","",1
104417,160245,"USPIS",2016-08-01,"MD","campbell's return","","","",2
23125,443890,"USSS",2016-08-01,"LA","mizzling rain","","","",1
142670,262646,"USPIS",2016-08-01,"CA","bedford square","","","",1
142670,262646,"USPIS",2016-08-01,"CA","miss woodhouse's","","","",13
101768,71857,"USPIS",2016-08-01,"AK","occasion required","","","",2
101768,71857,"USPIS",2016-08-01,"AK","ultimate happiness","","","",1
101768,71857,"USPIS",2016-08-01,"AK","ten minutes","","","",47
101768,71857,"USPIS",2016-08-01,"AK","mere common","","","",2
101768,71857,"USPIS",2016-08-01,"AK","dear catherine","","","",22
73934,395123,"DOL",2016-08-01,"WI","exquisite felicity","","","",1
98993,346008,"IRS",2016-08-01,"SD",NA,"","","",NA
13570,393048,"FBI",2016-08-01,"TN","company nicely","","","",1
13570,393048,"FBI",2016-08-01,"TN","occur undoubtedly","","","",1
13570,393048,"FBI",2016-08-01,"TN","vigorously day","","","",1
28362,237726,"DOL",2016-08-01,"SD","leave london","","","",4
92974,388293,"USSS",2016-08-01,"NY","diffused intimacies","","","",1
18390,450277,"DEA",2016-08-01,"WI",NA,"","","",NA
88644,82869,"USPIS",2016-08-01,"CT","jennings laughing","","","",2
88644,82869,"USPIS",2016-08-01,"CT","entire day","","","",2
88644,82869,"USPIS",2016-08-01,"CT","beautiful weather","","","",2
126812,179212,"IRS",2016-08-01,"OH","john's hands","","","",1
111221,176931,"USSS",2016-08-01,"AR","capital dancer","","","",1
10926,141262,"IRS",2016-08-01,"CT","bingley immediately","","","",2
86851,298880,"FBI",2016-08-01,"WY",NA,"","","",NA
111578,406028,"FBI",2016-08-01,"IL","compensation received","","","",1
71709,13741,"USSS",2016-08-01,"MT","purport fulfilled","","","",1
71709,13741,"USSS",2016-08-01,"MT","revenge catherine","","","",1
64646,252673,"USPIS",2016-08-01,"AZ",NA,"","","",NA
44219,333241,"IRS",2016-08-01,"MI","war office","","","",1
44219,333241,"IRS",2016-08-01,"MI","nay dear","","","",1
62727,185446,"DEA",2016-08-01,"MN","conversing easily","","","",2
62727,185446,"DEA",2016-08-01,"MN","mind english","","","",2
100867,309708,"USPIS",2016-08-01,"VA","miss fairfax","","","",118
100867,309708,"USPIS",2016-08-01,"VA","fixed till","","","",1
100867,309708,"USPIS",2016-08-01,"VA","eleanor's inquiry","","","",1
111664,212329,"DOL",2016-08-01,"ID",NA,"","","",NA
70451,85404,"DEA",2016-08-01,"PA","darcy bowed","","","",1
70451,85404,"DEA",2016-08-01,"PA","favourite fanny","","","",1
70451,85404,"DEA",2016-08-01,"PA","cliff prepared","","","",1
81243,404250,"USSS",2016-08-01,"SC",NA,"","","",NA
105506,97632,"DEA",2016-08-01,"MA","sisters sitting","","","",1
105506,97632,"DEA",2016-08-01,"MA","denny convinced","","","",1
105506,97632,"DEA",2016-08-01,"MA","miss owens","","","",5
